name,address,location,adname,type,shopinfo,lng,lat,is_chain
梦筑纪咖啡,莫干山路与西苏州路交叉口北160米,"121.449301,31.248218",普陀区,餐饮服务;咖啡厅;咖啡厅,0,121.449301,31.248218,False
珀德空间Bird Water Tower,M50艺术园区8号楼2楼,"121.448981,31.248617",普陀区,餐饮服务;咖啡厅;咖啡厅,1,121.448981,31.248617,False
nowwa挪瓦咖啡(天目西路店),天目西路500号三楼,"121.451110,31.245190",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.45111,31.24519,False
2分30秒咖啡(2′30″COFFEE),虬江路1355弄永兴商务广场1号楼大堂,"121.467198,31.249926",静安区,餐饮服务;咖啡厅;咖啡厅,1,121.467198,31.249926,False
星巴克(育婴堂路店),虬江路1307号12幢地上1层101单元,"121.467908,31.249951",静安区,餐饮服务;咖啡厅;星巴克咖啡,0,121.467908,31.249951,True
HIMA咖啡,莫干山路87号,"121.447609,31.248303",普陀区,餐饮服务;咖啡厅;咖啡厅,0,121.447609,31.248303,False
luckin coffee 瑞幸咖啡(兴中心创意园店),兴中心创意园东北门旁(中兴路地铁站3号口步行50米),"121.468476,31.252832",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.468476,31.252832,True
Manner Coffee(虬江路店),虬江路1352号(中兴路地铁站3号口步行310米),"121.468781,31.250170",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.468781,31.25017,True
十一低卡营养米浆,孔雀创意园E栋十一低卡营养米浆,"121.465602,31.257523",静安区,餐饮服务;餐饮相关场所;餐饮相关,0,121.465602,31.257523,False
星巴克(铭德大酒店店),西藏北路558号1层(中兴路地铁站3号口步行230米),"121.469744,31.250947",静安区,餐饮服务;咖啡厅;星巴克咖啡,0,121.469744,31.250947,True
麦斯汀 桌球酒吧whisky cocktail&coffee bar,西藏北路558号,"121.469787,31.250872",静安区,餐饮服务;餐饮相关场所;餐饮相关,0,121.469787,31.250872,False
% Arabica阿拉比卡咖啡(大洋千树店),莫干山路600号W-0103,"121.445644,31.249073",普陀区,餐饮服务;咖啡厅;咖啡厅,0,121.445644,31.249073,False
Manner Coffee(天安千树 大洋晶典店),莫干山路600号天安千树大洋晶典F1层,"121.445537,31.248909",普陀区,餐饮服务;咖啡厅;咖啡厅,0,121.445537,31.248909,True
luckin coffee 瑞幸咖啡(月星家居店),澳门路168号月星家居旁(江宁路地铁站1号口步行400米),"121.445788,31.247347",普陀区,餐饮服务;餐饮相关场所;餐饮相关,0,121.445788,31.247347,True
GLOWS·咖啡,天目中路327号,"121.468890,31.245828",静安区,购物服务;服装鞋帽皮具店;服装鞋帽皮具店|餐饮服务;咖啡厅;咖啡厅,1,121.46889,31.245828,False
Manner Coffee(中兴公园店),中兴路799号中兴绿地内(中兴路地铁站1号口步行140米),"121.469617,31.254398",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.469617,31.254398,True
luckin coffee 瑞幸咖啡(大洋晶典·天安千树店),莫干山路600号大洋晶典·天安千树1期B1层,"121.445129,31.249051",普陀区,餐饮服务;休闲餐饮场所;休闲餐饮场所,0,121.445129,31.249051,True
瑞幸咖啡(base城市社区苏河店),新疆路518号base城市社区底商,"121.466911,31.242872",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.466911,31.242872,True
M Stand(上海大洋千树店),莫干山路600号大洋晶典商场W-L15单元(主大门),"121.444475,31.248825",普陀区,餐饮服务;餐饮相关场所;餐饮相关,1,121.444475,31.248825,True
福罐咖啡(1690党群服务中心餐厅店),中潭路100弄2-360号中远两湾城东区中潭路100弄,"121.444175,31.250675",普陀区,餐饮服务;餐饮相关场所;餐饮相关,0,121.444175,31.250675,False
两湾咖啡,中潭路36号半马苏河驿站1690党群服务中心两湾咖啡,"121.444156,31.250539",普陀区,餐饮服务;咖啡厅;咖啡厅,1,121.444156,31.250539,False
Manner Coffee(中远两湾城店),中潭路100弄182号1层,"121.444027,31.251037",普陀区,餐饮服务;咖啡厅;咖啡厅,0,121.444027,31.251037,True
Tims咖啡(腾讯电竞联名千树店),莫干山路与昌化路交叉口东北140米,"121.444106,31.248430",普陀区,餐饮服务;咖啡厅;咖啡厅,0,121.444106,31.24843,True
西海岸风味餐厅,共和新路1229号-2,"121.460570,31.262542",静安区,餐饮服务;中餐厅;特色/地方风味餐厅,0,121.46057,31.262542,False
新弦的咖啡小酒馆(福新汇店),恒通东路69号福新汇(新闸路地铁站1号口步行390米),"121.466774,31.241588",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.466774,31.241588,False
多乐之日(中潭路店),中潭路41号101室(中潭路地铁站2号口步行480米),"121.443465,31.251123",普陀区,餐饮服务;糕饼店;糕饼店,0,121.443465,31.251123,False
星巴克(福新汇店),恒通东路65弄福新汇1号1层1F-2单元,"121.467441,31.241660",静安区,餐饮服务;咖啡厅;星巴克咖啡,0,121.467441,31.24166,True
熊选咖啡&小种书店,安远路125号,"121.447231,31.241827",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.447231,31.241827,False
瑞幸咖啡(平高国际广场店),安远路108号平高国际广场一层06号,"121.446761,31.242139",普陀区,餐饮服务;餐饮相关场所;餐饮相关,0,121.446761,31.242139,True
瑞幸咖啡(中远两湾城店),中潭路65号中潭一哩底商(中潭路地铁站2号口步行350米),"121.442837,31.252106",普陀区,餐饮服务;咖啡厅;咖啡厅,0,121.442837,31.252106,True
益杯咖啡(江宁店),江宁路街道昌化路669(江宁路地铁站3号口步行390米),"121.447226,31.241691",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.447226,31.241691,False
麦当劳(上海普陀中潭一哩餐厅),中潭路67号麦当劳餐厅(中潭路地铁站2号口步行330米),"121.442756,31.252229",普陀区,餐饮服务;快餐厅;快餐厅,0,121.442756,31.252229,False
蜜雪冰城(大悦城店),海宁路1275号(曲阜路地铁站1号口步行200米),"121.470904,31.244438",静安区,餐饮服务;冷饮店;冷饮店,1,121.470904,31.244438,False
星巴克(上海盛源生活广场店),柳营路777号盛源生活广场F1层,"121.455252,31.263590",静安区,餐饮服务;咖啡厅;星巴克咖啡,0,121.455252,31.26359,True
星巴克(中远两湾城店),中潭路71号(中潭路地铁站2号口步行320米),"121.442632,31.252367",普陀区,餐饮服务;咖啡厅;星巴克咖啡,1,121.442632,31.252367,True
Manner Coffee(平高国际广场店),平高国际广场11号楼(江宁路地铁站3号口步行400米),"121.446501,31.241872",普陀区,餐饮服务;咖啡厅;咖啡厅,0,121.446501,31.241872,True
Manner Coffee(会文路店),会文路40号(宝山路地铁站2号口步行320米),"121.473025,31.251625",静安区,餐饮服务;餐饮相关场所;餐饮相关,0,121.473025,31.251625,True
Inf.SOUL邻聚(暂停营业),中潭路83号(中潭路地铁站2号口步行270米),"121.442498,31.252789",普陀区,体育休闲服务;娱乐场所;娱乐场所,0,121.442498,31.252789,False
BELT COFFEE(光明地产店),蒙古路29、31号一层(曲阜路地铁站1号口步行160米),"121.470496,31.243439",静安区,餐饮服务;咖啡厅;咖啡厅,1,121.470496,31.243439,False
星巴克(平高国际广场店),安远路108号平高国际广场1层01室,"121.446281,31.241851",普陀区,餐饮服务;咖啡厅;星巴克咖啡,1,121.446281,31.241851,True
麦当劳(上海麦当劳静安盛源生活广场餐厅),中国(上海)静安区柳营路777号1楼盛源生活广场,"121.455709,31.263967",静安区,餐饮服务;快餐厅;麦当劳,0,121.455709,31.263967,False
瑞幸咖啡(友力国际大厦店),江宁路与新会路交叉口北80米,"121.444437,31.243578",普陀区,餐饮服务;餐饮相关场所;餐饮相关,0,121.444437,31.243578,True
瑞幸咖啡(现代交通商务园店),柳营路618号现代交通商务园北楼一层大堂,"121.460192,31.264841",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.460192,31.264841,True
NANA COFFEE(大宁店),老沪太路177-2号(新梦舞厅巷内15米),"121.455349,31.268151",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.455349,31.268151,False
luckin coffee 瑞幸咖啡(第十人民医院南门店),堡尼大厦北门旁(延长路地铁站3号口步行140米),"121.454014,31.270729",静安区,餐饮服务;休闲餐饮场所;休闲餐饮场所,0,121.454014,31.270729,True
库迪咖啡(延长中路店),延长中路354号101室(第十人民医院南门对面),"121.452957,31.270382",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.452957,31.270382,False
CoCo都可(延长中路店),延长中路443-445号底层,"121.452388,31.270483",静安区,餐饮服务;冷饮店;冷饮店,0,121.452388,31.270483,False
CoCo都可(延长路店),延长路156号甲101室(延长路地铁站2号口步行310米),"121.458903,31.272460",静安区,餐饮服务;冷饮店;冷饮店,0,121.458903,31.27246,False
Urbino乌尔比诺,延长路154号101室-1,"121.459223,31.272665",静安区,餐饮服务;咖啡厅;咖啡厅,1,121.459223,31.272665,False
1910咖啡厅,延长中路301号第十人民医院职工食堂3楼,"121.453521,31.271859",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.453521,31.271859,False
瑞幸咖啡(延长路店),延长路128弄7号(延长路地铁站2号口步行460米),"121.460301,31.273086",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.460301,31.273086,True
沪咖·鲜果咖啡(上海平型关路大润发店),俞泾港路11号大润发地下一层,"121.466575,31.266625",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.466575,31.266625,False
蜜雪冰城(延长路店),延长路130号,"121.460413,31.273123",静安区,餐饮服务;冷饮店;冷饮店,1,121.460413,31.273123,False
Manner Coffee(平型关大润发店),俞泾港路11号大润发1层(西藏北路地铁站4号口步行420米),"121.466661,31.266612",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.466661,31.266612,True
瑞幸咖啡(金赢108创意园店),平型关路126号金赢108创意广场银座一层,"121.466557,31.267381",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.466557,31.267381,True
库迪咖啡(金赢108创意园店),平型关路108弄1号金赢108创意广场内,"121.466825,31.267225",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.466825,31.267225,False
Vuoiuna Caffe,平型关路179号新柳营灯饰广场12幢1层119A号商铺(停车场旁),"121.466537,31.268659",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.466537,31.268659,False
肯悦咖啡(西藏北路店),中山北路与西藏北路交叉口东20米,"121.466375,31.262525",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.466375,31.262525,False
幸运·现磨咖啡(上海大学食堂店),共和新路与商场南路交叉口东180米,"121.456207,31.273834",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.456207,31.273834,False
库迪咖啡(上海大学延长校区南门店),延长路125号1楼底商(上海大学延长校区南门),"121.460867,31.273611",静安区,餐饮服务;餐饮相关场所;餐饮相关,0,121.460867,31.273611,False
瑞幸咖啡,老沪太路与万荣路交叉口西南20米,"121.448959,31.269992",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.448959,31.269992,True
BeanStar比星咖啡(上海大宁国际店),大宁国际商业广场2座1楼比星咖啡,"121.453050,31.273403",静安区,餐饮服务;餐饮相关场所;餐饮相关,0,121.45305,31.273403,False
Manner Coffee(大宁国际商业广场店),共和新路1878大宁国际商业广场F1层,"121.452916,31.273358",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.452916,31.273358,True
M Stand(大宁国际店),共和新路1898号5座1层101室(共和新路沿街),"121.453570,31.273700",静安区,餐饮服务;咖啡厅;咖啡厅,1,121.45357,31.2737,True
瑞幸咖啡(平型关路店),平型关路32号底商(西藏北路地铁站1号口步行170米),"121.467800,31.265019",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.4678,31.265019,True
AOKKA COFFEE(大宁国际商业广场店),上海共和新路1868号101-102室,"121.453118,31.273589",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.453118,31.273589,False
原汁缘味品质生活馆,大宁路660弄1-3号、4-24号大宁路660弄小区,"121.449606,31.271308",静安区,餐饮服务;中餐厅;中餐厅,0,121.449606,31.271308,False
蜜雪冰城(圣骊创意园店),中山北路470号,"121.467528,31.262917",静安区,餐饮服务;冷饮店;冷饮店,0,121.467528,31.262917,False
肯悦咖啡大宁国际店,共和新路1898号,"121.453175,31.273975",静安区,餐饮服务;咖啡厅;咖啡厅,1,121.453175,31.273975,False
Happy Lab Restaurant&Studio(大宁国际商业广场店),共和新路1898号大宁国际商业广场5座3楼咖啡店,"121.453082,31.274164",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.453082,31.274164,False
星巴克(大宁店),共和新路1898号大宁国际广场5幢1层,"121.452998,31.274274",静安区,餐饮服务;咖啡厅;星巴克咖啡,1,121.452998,31.274274,True
奢coffee bar餐吧小酒馆(大宁店),延长中路762号,"121.446690,31.266928",静安区,体育休闲服务;娱乐场所;酒吧,1,121.44669,31.266928,False
大宁福朋喜来登大堂吧(共和新路店),共和新路1928号大宁福朋喜来登酒店1楼大堂,"121.451951,31.273931",静安区,餐饮服务;餐饮相关场所;餐饮相关,0,121.451951,31.273931,False
肯悦咖啡国媒中心,沪太路701号2幢1层0203室一层,"121.446499,31.263486",静安区,餐饮服务;餐饮相关场所;餐饮相关,1,121.446499,31.263486,False
星巴克咖啡(上海国媒中心店),沪太路701号,"121.446475,31.263375",静安区,餐饮服务;咖啡厅;星巴克咖啡,0,121.446475,31.263375,True
星巴克沿街取餐点(上海国媒中心店),沪太路49号,"121.446263,31.263464",静安区,餐饮服务;餐饮相关场所;餐饮相关,1,121.446263,31.263464,True
luckin coffee 瑞幸咖啡(沪太路店),沪太路与华阴路交叉口西北80米,"121.446745,31.261861",普陀区,餐饮服务;咖啡厅;咖啡厅,0,121.446745,31.261861,True
Nowwa挪瓦咖啡(铂金时代店),同丰路718号一楼佳拉网咖前台,"121.466248,31.272967",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.466248,31.272967,False
小咖快跑咖啡店,延长中路826号,"121.445623,31.266248",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.445623,31.266248,False
WE LUCKY COFFEE 小幸运咖啡(静安店),北宝兴路558、562号一层102室,"121.462481,31.275526",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.462481,31.275526,False
瑞幸咖啡(锦丰坊店),同丰路699号1层106室,"121.467308,31.273035",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.467308,31.273035,True
杰克的食堂Jac Cafe&Bistro,同丰路699号,"121.467486,31.273137",虹口区,餐饮服务;咖啡厅;咖啡厅,1,121.467486,31.273137,False
永乐咖啡(新华园B座店),沪太路785号新华园B座F1层,"121.444632,31.266385",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.444632,31.266385,False
Manner Coffee(上海久光中心店),共和新路2188号上海久光中心B2层B252,"121.451518,31.275782",静安区,餐饮服务;咖啡厅;咖啡厅|购物服务;服装鞋帽皮具店;服装鞋帽皮具店,0,121.451518,31.275782,True
瑞幸咖啡(上海久光中心店),共和新路2188号上海久光中心负二层MB201-20室,"121.450926,31.275681",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.450926,31.275681,True
Tims咖啡(新华园店),延长中路与沪太路交叉口东北约160米,"121.444175,31.265875",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.444175,31.265875,True
北美传奇咖啡,新华文化创新科技园B座6号门旁,"121.444128,31.265977",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.444128,31.265977,False
Peet's Coffee皮爷咖啡(大宁久光店),共和新路2188号上海久光中心L1层L131,"121.451546,31.276255",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.451546,31.276255,False
DirtySoe得体咖啡(久光中心店),共和新路2188号上海久光中心L2层L228,"121.451531,31.276336",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.451531,31.276336,False
CoCo都可(大宁久光中心店),共和新路2188号大宁久光中心B2层MB201-16,"121.451217,31.276212",静安区,餐饮服务;餐饮相关场所;餐饮相关,0,121.451217,31.276212,False
瑞幸咖啡(新慧谷科技园店),沪太路799号上海新慧谷科技产业园一层大堂,"121.443741,31.266511",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.443741,31.266511,True
山己咖啡(静安店),北宝兴路624号莘荟购物中心,"121.460975,31.277425",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.460975,31.277425,False
NESPRESSO(上海久光中心久光百货店),共和新路2188号上海久光中心B2层B222号,"121.451136,31.276536",静安区,购物服务;家电电子卖场;家电电子卖场|餐饮服务;咖啡厅;咖啡厅,0,121.451136,31.276536,False
Tims咖啡(百联莘荟店),北宝兴路624号F101+F102室,"121.461570,31.277455",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.46157,31.277455,True
星巴克臻选(上海久光中心店),共和新路2188号上海久光中心L1层L112,"121.451882,31.276854",静安区,餐饮服务;咖啡厅;星巴克咖啡,0,121.451882,31.276854,True
LAVAZZA拉瓦萨咖啡(上海大宁久光店),共和新路2188号久光中心1层M108-2室,"121.451470,31.276689",静安区,餐饮服务;咖啡厅;咖啡厅,1,121.45147,31.276689,True
鹿鸣-coffee&cocktail,大宁路735号,"121.444792,31.270934",静安区,体育休闲服务;娱乐场所;酒吧|餐饮服务;咖啡厅;咖啡厅,0,121.444792,31.270934,False
汉福山咖啡(柳营路店),柳营路与同心路交叉口西南60米,"121.470275,31.271525",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.470275,31.271525,False
JASSINOCOFFEE,柳营路8号L107室,"121.470498,31.271181",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.470498,31.271181,False
743咖啡(大宁路店),"大宁路743号,风华中学斜对面","121.444637,31.270859",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.444637,31.270859,False
SilverFlow银流咖啡&贝果( 柳营路店),柳营路与同心路交叉口西南60米,"121.470379,31.271565",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.470379,31.271565,False
CoCo都可(芷江中路店),芷江中路403号,"121.470493,31.259656",静安区,餐饮服务;冷饮店;冷饮店,0,121.470493,31.259656,False
Manner Coffee,同心路与景祥路交叉口北20米,"121.471925,31.270275",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.471925,31.270275,True
吾家咖啡(上海新湖·青蓝国际店),青云路332号,"121.472732,31.263464",静安区,餐饮服务;咖啡厅;咖啡厅,1,121.472732,31.263464,False
杂技咖啡,共和新路与广中西路交叉口南140米,"121.452025,31.278025",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.452025,31.278025,False
Lierre Patisserie with Dogs,同心路723号德必运动Loft3街区A座104室,"121.472166,31.270409",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.472166,31.270409,False
星巴克(大同店),斜徐路593号(打浦桥地铁站2号口步行380米),"121.472716,31.206281",黄浦区,餐饮服务;咖啡厅;星巴克咖啡,1,121.472716,31.206281,True
丹罗咖啡(大同花园店),鲁班路168弄4号1楼,"121.473000,31.204793",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.473,31.204793,False
怒小咖nunucoffee(金玉兰广场天诚店),打浦路1号金玉兰广场F1层(打浦桥地铁站2号口步行260米),"121.471483,31.205250",黄浦区,餐饮服务;餐饮相关场所;餐饮相关,0,121.471483,31.20525,False
瑞幸咖啡(上海广发大厦店),徐家汇路555号广发大厦一层大堂,"121.472700,31.207702",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.4727,31.207702,True
LAVAZZA拉瓦萨咖啡(上海铂尔曼店),打浦路15号1层01单元,"121.470870,31.204259",黄浦区,餐饮服务;咖啡厅;咖啡厅,1,121.47087,31.204259,True
560咖啡·茶舍,徐家汇路560号华仑大厦(打浦桥地铁站2号口步行80米),"121.469991,31.205956",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.469991,31.205956,False
星光色谷咖啡(星光摄影器材城店),鲁班路300号上海星光摄影器材城B区一楼,"121.474375,31.203475",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.474375,31.203475,False
luckin coffee 瑞幸咖啡(海华商厦店),打浦路8号海华商厦F1层(打浦桥地铁站2号口步行120米),"121.469625,31.204775",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.469625,31.204775,True
星巴克沿街取餐点(上海打浦路店),星巴克(上海打浦路店),"121.470041,31.204085",黄浦区,餐饮服务;餐饮相关场所;餐饮相关,1,121.470041,31.204085,True
蜜雪冰城(打浦路店),打浦路68号-2(打浦桥地铁站2号口步行220米),"121.470112,31.203954",黄浦区,餐饮服务;冷饮店;冷饮店,0,121.470112,31.203954,False
星巴克(打浦路店),打浦路58号1-2层裙房B区,"121.469949,31.204104",黄浦区,餐饮服务;咖啡厅;星巴克咖啡,0,121.469949,31.204104,True
Mr.BondCoffee邦德咖啡(田子坊店),泰康路25号2号楼一层A区,"121.470266,31.207853",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.470266,31.207853,False
瑞幸咖啡(华美达和平酒店店),斜土路688号宿适皇冠酒店一层,"121.472899,31.202328",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.472899,31.202328,True
Rich & Jay咖啡,斜土路547号,"121.476061,31.203504",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.476061,31.203504,False
NOWWA挪瓦咖啡(日月光广慈店),打浦街道思南路113号1幢103室,"121.470751,31.209109",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.470751,31.209109,False
少山咖啡(重庆南路店),重庆南路310号新电大厦F1层,"121.472099,31.209912",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.472099,31.209912,False
HEYBRIGHT COFFEE,打浦路与斜土路交叉口南20米,"121.470975,31.201775",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.470975,31.201775,False
星巴克(丽园路店),蒙自路169号(马当路地铁站3号口步行260米),"121.477659,31.206688",黄浦区,餐饮服务;咖啡厅;星巴克咖啡,1,121.477659,31.206688,True
BIG SUR COFFEE(蒙自路店),丽园路842弄之20-51号甲北蒙三小区,"121.477775,31.205475",黄浦区,餐饮服务;咖啡厅;咖啡厅|餐饮服务;冷饮店;冷饮店|购物服务;购物相关场所;购物相关场所,0,121.477775,31.205475,False
LiLi Time·巷子,蒙自东路63号(马当路地铁站3号口步行240米),"121.477626,31.207684",黄浦区,餐饮服务;咖啡厅;咖啡厅,1,121.477626,31.207684,False
Bonzest板扎咖啡(日月光店),建国中路99号(打浦桥地铁站1号口步行380米),"121.469539,31.209549",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.469539,31.209549,False
Time&Tender Bistro西餐牛排馆,蒙自路207号11号楼一层007室,"121.478165,31.205791",黄浦区,体育休闲服务;娱乐场所;酒吧,0,121.478165,31.205791,False
MANNERCOFFEE,蒙自路与徐家汇路交叉口东南60米(马当路地铁站3号口旁),"121.476913,31.208782",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.476913,31.208782,False
Lostrip咖啡(U湾·生活中心店),蒙自东路27号U湾·生活中心F1层,"121.477974,31.207644",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.477974,31.207644,False
瑞幸咖啡(8号桥1期店),建国中路8-10号底商,"121.471452,31.210658",黄浦区,餐饮服务;休闲餐饮场所;休闲餐饮场所,0,121.471452,31.210658,True
库迪咖啡(黄浦斜土路店),斜土路456号,"121.477871,31.203524",黄浦区,餐饮服务;餐饮相关场所;餐饮相关,0,121.477871,31.203524,False
星巴克(8号桥一期8号楼店),建国中路8-10号1楼,"121.471328,31.210730",黄浦区,餐饮服务;咖啡厅;星巴克咖啡,0,121.471328,31.21073,True
瑞幸咖啡(马当路店),马当路598号底商(马当路地铁站出口步行100米),"121.475961,31.210264",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.475961,31.210264,True
luckin coffee 瑞幸咖啡(卢宛816.建融家园店),日月光618号9号线1号B2,"121.469360,31.201367",黄浦区,餐饮服务;休闲餐饮场所;休闲餐饮场所,0,121.46936,31.201367,True
贝瑞咖啡(马当路店),徐家汇路268号LU·ONE凯德晶萃广场,"121.477175,31.209725",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.477175,31.209725,False
BeanStar比星咖啡(上海凯德晶萃广场店),徐家汇路268号B2层优衣库对面比星咖啡,"121.476785,31.210079",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.476785,31.210079,False
星巴克咖啡(凯德晶萃店),徐家汇路268号凯德晶萃1F-07/08,"121.476347,31.210489",黄浦区,餐饮服务;咖啡厅;星巴克咖啡,1,121.476347,31.210489,True
库迪咖啡(淡水湾花园店),淡水路454号,"121.474200,31.211397",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.4742,31.211397,False
Pull-Tab拉环咖啡(上海市黄埔区凯德晶萃店),打浦桥街道徐家汇路268号(近马当路地铁站5号口),"121.477078,31.210205",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.477078,31.210205,False
miiix COFFEE(新天地店),马当路588弄1-12号淡水湾花园,"121.474617,31.211585",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.474617,31.211585,False
Manner Coffee(中海环宇荟店),黄陂南路838弄中海环宇荟B1层B101,"121.476319,31.211024",黄浦区,购物服务;服装鞋帽皮具店;品牌服装店|餐饮服务;咖啡厅;咖啡厅,0,121.476319,31.211024,True
AIRPARK人类友好公园咖啡(LuOne凯德晶萃广场店),徐家汇路268号LU·ONE凯德晶萃广场F7层,"121.476869,31.210727",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.476869,31.210727,False
LELECHA乐乐茶(凯德晶萃广场店),徐家汇路268号一楼01-15铺位,"121.477046,31.210626",黄浦区,餐饮服务;冷饮店;冷饮店,0,121.477046,31.210626,False
Peet'sCoffee皮爷咖啡(凯德晶萃店),徐家汇路618号1层1F-TK06室(田子坊2号门对面),"121.477304,31.210607",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.477304,31.210607,False
瑞幸咖啡(凯德晶萃店),徐家汇路268号凯德晶萃广场负二层乐食荟18Q商铺,"121.477358,31.210697",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.477358,31.210697,True
M Stand(中海国际中心店),中海环宇荟b1层(马当路地铁站5号口旁),"121.476190,31.211485",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.47619,31.211485,True
星巴克咖啡(上海恒基旭辉天地店),马当路458弄19号1层G11,"121.474325,31.212097",黄浦区,餐饮服务;咖啡厅;星巴克咖啡,0,121.474325,31.212097,True
二酉Cafe&Bar,马当路458弄1恒基·旭辉天地B1层,"121.474375,31.212175",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.474375,31.212175,False
Manner Coffee(斜土新村店),打浦路与瞿溪路交叉口西北100米,"121.471664,31.199136",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.471664,31.199136,True
默mochi契cafe,马当路458弄1-36号恒基·旭辉天地,"121.475375,31.212175",黄浦区,餐饮服务;餐饮相关场所;餐饮相关,0,121.475375,31.212175,False
星巴克臻选(中海环宇荟店),黄陂南路与永年路交叉口西100米中海环宇荟L1层,"121.476259,31.212037",黄浦区,餐饮服务;咖啡厅;星巴克咖啡,0,121.476259,31.212037,True
La Riviere Coffee彼岸咖啡,马当路458弄1恒基·旭辉天地F1层,"121.475633,31.212324",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.475633,31.212324,False
蜜雪冰城(瞿中小区店),瞿溪路1145弄1-12号瞿中小区,"121.473154,31.198726",黄浦区,餐饮服务;冷饮店;冷饮店,0,121.473154,31.198726,False
经纬咖啡(经纬国际大厦店),五里桥街道鲁班路554号经纬国际大厦一楼,"121.476272,31.198992",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.476272,31.198992,False
库迪咖啡(百汇大厦店),徐家汇路103号(吴茂兴面馆南侧),"121.480107,31.210104",黄浦区,餐饮服务;餐饮相关场所;餐饮相关,0,121.480107,31.210104,False
MOON,瞿溪路1236号2栋3楼(鲁班路地铁站3号口步行290米),"121.471422,31.198060",黄浦区,体育休闲服务;娱乐场所;酒吧,0,121.471422,31.19806,False
