name,address,location,adname,type,shopinfo,lng,lat,is_chain
The Face Coffee(苏河湾店),西藏北路18号109-2(曲阜路地铁站2号口步行200米),"121.472413,31.240764",静安区,餐饮服务;咖啡厅;咖啡厅,1,121.472413,31.240764,False
CoCo都可(汉口路店),汉口路655号(2012/4/1重新开业),"121.477936,31.233558",黄浦区,餐饮服务;冷饮店;冷饮店,0,121.477936,31.233558,False
星巴克(来福士2F店),西藏中路268号来福士广场02-05室,"121.476594,31.231892",黄浦区,餐饮服务;咖啡厅;星巴克咖啡,1,121.476594,31.231892,True
星巴克(四行天地店),西藏北路18号105单元(曲阜路地铁站2号口步行140米),"121.472032,31.240908",静安区,餐饮服务;咖啡厅;星巴克咖啡,1,121.472032,31.240908,True
星巴克(上海南京东路时装公司店),南京东路635号永安百货一楼,"121.478610,31.234691",黄浦区,餐饮服务;咖啡厅;星巴克咖啡,1,121.47861,31.234691,True
Manner Coffee(上海来福士广场店),西藏中路268号01层101D,"121.477160,31.232272",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.47716,31.232272,True
瑞幸咖啡(南京东路第一医药店),南京路步行街第一药店底商,"121.478779,31.235674",黄浦区,餐饮服务;餐饮相关场所;餐饮相关,0,121.478779,31.235674,True
STAGE DOOR日咖夜酒(人广店),广西北路240号(人民广场地铁站14号口步行230米),"121.477934,31.233137",黄浦区,体育休闲服务;娱乐场所;酒吧,1,121.477934,31.233137,False
瑞幸咖啡(仙乐斯广场店),南京西路388号仙乐斯广场负一层,"121.469036,31.231558",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.469036,31.231558,True
M Stand(仙乐斯广场店),南京西路388号仙乐斯广场101商铺M Stand近人民广场地铁站11号口玛莎拉蒂店旁,"121.469404,31.231255",黄浦区,餐饮服务;咖啡厅;咖啡厅,1,121.469404,31.231255,True
Manner Coffee(仙乐斯广场店),南京西路388号仙乐斯广场L1层,"121.468924,31.231458",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.468924,31.231458,True
CUBIC 3 三立方咖啡(福州路店),福州路666号华鑫海欣大厦F2层,"121.477793,31.232510",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.477793,31.23251,False
瑞幸咖啡(上海科技京城店),北京东路668号科技京城G区一层大堂,"121.477933,31.239316",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.477933,31.239316,True
NNCAFE诺诺咖啡(南京东路店),南京东路558号阳光商厦F2层,"121.479407,31.235852",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.479407,31.235852,False
La Baraka by Paul Pairet,光复路195号,"121.468539,31.240328",静安区,餐饮服务;餐饮相关场所;餐饮相关,1,121.468539,31.240328,False
luckin coffee 瑞幸咖啡(高盛商厦店),西藏中路180号高盛商厦B1层,"121.476940,31.231172",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.47694,31.231172,True
大满咖啡(中福城二期店),浙江中路215弄1号底层,"121.479004,31.233338",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.479004,31.233338,False
Melitta美乐家咖啡体验中心,文安路29号JK1933B栋4楼,"121.472564,31.241731",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.472564,31.241731,False
汇佳桌游咖啡馆(人民广场一店),汉口路643号3层336,"121.479061,31.233429",黄浦区,体育休闲服务;娱乐场所;棋牌室|餐饮服务;咖啡厅;咖啡厅,0,121.479061,31.233429,False
星巴克(古象大酒店店),九江路595号古象大酒店,"121.479475,31.234175",黄浦区,餐饮服务;咖啡厅;星巴克咖啡,1,121.479475,31.234175,True
星巴克(上海大盈综合楼店),南京西路456号3幢地上1层7室,"121.468301,31.231066",黄浦区,餐饮服务;咖啡厅;星巴克咖啡,0,121.468301,31.231066,True
星巴克沿街取餐点(古象大酒店店),汉口路245号,"121.479641,31.234147",黄浦区,餐饮服务;餐饮相关场所;餐饮相关,1,121.479641,31.234147,True
汪怡记·随饮江湖(南京西路店),南京西路463号,"121.468248,31.230780",黄浦区,购物服务;专卖店;专营店,0,121.468248,31.23078,False
少山咖啡(上海黄浦区图书馆大楼店),福州路655号上海黄浦区图书馆大楼F1层,"121.478775,31.232197",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.478775,31.232197,False
星巴克(都市总部大楼店),西藏中路168号都市总部大楼2层202室,"121.477704,31.231091",黄浦区,餐饮服务;咖啡厅;星巴克咖啡,1,121.477704,31.231091,True
LUO SEN咖啡,湖北路199弄中福城一期,"121.479570,31.232954",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.47957,31.232954,False
Komma coffee(喜安见苏河湾店),Komma Coffee(曲阜路地铁站5号口步行430米),"121.475925,31.241925",静安区,餐饮服务;咖啡厅;咖啡厅,1,121.475925,31.241925,False
Bug Cafe&Bar,南京东路街道浙江中路145号,"121.479618,31.232253",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.479618,31.232253,False
星巴克(上海静安大悦城南座店),西藏北路166号大悦城南楼三层301-16单元,"121.471969,31.242725",静安区,餐饮服务;咖啡厅;星巴克咖啡,0,121.471969,31.242725,True
Lonkingdom(上海大悦城1期),北站街道西藏北路166号大悦城F10(曲阜路地铁站5号口旁),"121.472506,31.242780",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.472506,31.24278,False
库迪咖啡(黄浦福州路店),福州路542号1层(中福古玩城南门),"121.480409,31.233280",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.480409,31.23328,False
101CAMP(苏河湾店),浙江北路59号,"121.476924,31.241911",静安区,体育休闲服务;体育休闲服务场所;体育休闲服务场所,0,121.476924,31.241911,False
瑞幸咖啡,湖北路与福州路交叉口西北40米,"121.480631,31.233505",黄浦区,餐饮服务;休闲餐饮场所;休闲餐饮场所,0,121.480631,31.233505,True
CM咖啡花艺,曲阜路43号(曲阜路地铁站5号口步行240米),"121.474929,31.242750",静安区,餐饮服务;咖啡厅;咖啡厅,1,121.474929,31.24275,False
Marmalade,北海路261号(人民广场地铁站1号口步行270米),"121.478140,31.230262",黄浦区,餐饮服务;餐饮相关场所;餐饮相关,0,121.47814,31.230262,False
HOLY BAGEL(苏河店),曲阜路37号1层(曲阜路地铁站5号口步行240米),"121.475107,31.242753",静安区,餐饮服务;餐饮相关场所;餐饮相关,0,121.475107,31.242753,False
LELECHA乐乐茶(上海苏河湾万象天地店),北外滩街道福建北路139号上海苏河湾万象天地LG243,"121.477248,31.242375",静安区,餐饮服务;冷饮店;冷饮店,0,121.477248,31.242375,False
星巴克沿街取餐点(汇银大厦店),南京西路770号,"121.471063,31.243382",静安区,餐饮服务;餐饮相关场所;餐饮相关,1,121.471063,31.243382,True
Always Coffee Roaster,九江路501号106室(南京东路地铁站4号口步行100米),"121.481847,31.235568",黄浦区,餐饮服务;咖啡厅;咖啡厅,1,121.481847,31.235568,False
Manner Coffee(德必上海书城WE店),湖北路136号德必上海书城WE F1层,"121.481314,31.233037",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.481314,31.233037,True
拾分之壹咖啡商店(九江路店),九江路501号105室(南京东路地铁站4号口步行120米),"121.481916,31.235591",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.481916,31.235591,False
星巴克(上海书城店),福州路465号上海书城2层东侧,"121.481470,31.233358",黄浦区,餐饮服务;咖啡厅;星巴克咖啡,1,121.48147,31.233358,True
Peet'sCoffee皮爷咖啡(静安大悦城店),上海城区西藏北路198号L1楼N101号商铺,"121.471799,31.243654",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.471799,31.243654,False
瑞幸咖啡(上海港泰广场店),延安东路700号港泰广场底商,"121.479069,31.229895",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.479069,31.229895,True
M Stand(上海静安大悦城北座店),西藏北路198号N102号商铺(静安大悦城北座1层3号门旁),"121.471781,31.243824",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.471781,31.243824,True
瑞幸咖啡(上海置地广场店),南京东路409-459号上海置地广场负一层,"121.482128,31.236153",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.482128,31.236153,True
LELECHA乐乐茶(上海书城店),湖北路136号德必上海书城WE F1层,"121.481724,31.233400",黄浦区,餐饮服务;冷饮店;冷饮店,0,121.481724,31.2334,False
星巴克臻选(慎余里非遗概念店),福建北路100号万象天地慎余里1层,"121.477184,31.242945",静安区,餐饮服务;咖啡厅;星巴克咖啡,0,121.477184,31.242945,True
麦当劳(德必上海书城WE店),湖北路136号德必上海书城WE F1层,"121.481818,31.233383",黄浦区,餐饮服务;快餐厅;麦当劳,0,121.481818,31.233383,False
Tims天好咖啡(置地广场捷枫店),南京东路409-459号B1楼47号-1号5号6,"121.482260,31.236148",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.48226,31.236148,True
荭猫猫咖·撸猫·购宠·潮玩(静安大悦城店),西藏北路166号上海静安大悦城北座L8层N818、N819,"121.472072,31.244030",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.472072,31.24403,False
瑞幸咖啡(外滩德必WE店),汉口路422号德必商业广场一层129号,"121.482370,31.235128",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.48237,31.235128,True
loloooland乐兰日式短蛋糕,西藏北路166号上海静安大悦城北座L5层,"121.472064,31.244155",静安区,餐饮服务;糕饼店;糕饼店,0,121.472064,31.244155,False
艺术咖啡(合众公寓店),福州路420弄3-19号合众公寓,"121.482273,31.233903",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.482273,31.233903,False
星巴克大悦城店,西藏北路166号第三层301-16单元,"121.471908,31.244179",静安区,餐饮服务;咖啡厅;星巴克咖啡,0,121.471908,31.244179,True
知致咖啡,广东路与湖北路交叉口东南20米,"121.481525,31.232075",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.481525,31.232075,False
星巴克(东海店),延安东路588号东海商业中心1楼,"121.479780,31.229921",黄浦区,餐饮服务;咖啡厅;星巴克咖啡,0,121.47978,31.229921,True
星巴克沿街取餐点(外滩金融中心办公楼店),东门路89号,"121.479936,31.230056",黄浦区,餐饮服务;餐饮相关场所;餐饮相关,1,121.479936,31.230056,True
胖虎的咖啡岛,西藏北路166号上海静安大悦城北座,"121.472095,31.244270",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.472095,31.24427,False
瑞幸咖啡(上海静安大悦城店),西藏北路164号静安大悦城北座地下一层B112室,"121.472008,31.244275",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.472008,31.244275,True
STARBUCKS+COFFEE,西藏北路166号上海静安大悦城北座,"121.471644,31.244277",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.471644,31.244277,False
星巴克(大悦城北楼1F店),西藏北路166号(曲阜路地铁站1号口步行260米)大悦城北座L1,"121.471647,31.244278",静安区,餐饮服务;咖啡厅;星巴克咖啡,1,121.471647,31.244278,True
星巴克(上海世界贸易大厦店),广东路500号1楼103单元,"121.482016,31.232633",黄浦区,餐饮服务;咖啡厅;星巴克咖啡,0,121.482016,31.232633,True
Manner Coffee(北海路店),延安东路588号远洋商业大厦项目一期1楼1F-3,"121.480852,31.230768",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.480852,31.230768,True
Animate cafe(大悦城店),西藏北路166号上海静安大悦城北座L8层,"121.471794,31.244402",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.471794,31.244402,False
Manner Coffee(上海静安大悦城北座店),西藏北路166号上海静安大悦城北座B1层NB112,"121.472004,31.244524",静安区,购物服务;服装鞋帽皮具店;服装鞋帽皮具店,0,121.472004,31.244524,True
瑞幸咖啡(海洋大厦店),延安东路550号海洋大厦一层105B室,"121.481015,31.230469",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.481015,31.230469,True
BAKER&SPICE(博华广场店),山海关路388号L1-09(自然博物馆地铁站2号口旁一楼),"121.462304,31.236120",静安区,餐饮服务;餐饮相关场所;餐饮相关,0,121.462304,31.23612,False
luckin coffee 瑞幸咖啡(远洋商业大厦店),[],"121.481027,31.230363",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.481027,31.230363,True
GOOD SMILE CAFE(百联ZX创趣场店),南京东路340百联ZX创趣场F5层,"121.483226,31.237099",黄浦区,购物服务;专卖店;专营店|餐饮服务;咖啡厅;咖啡厅,0,121.483226,31.237099,False
萌果酱谷子咖啡(百联ZX店),百联zx创趣场4层(南京东路地铁站1号口旁),"121.483235,31.237144",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.483235,31.237144,False
peekoo coffee(南京路百联ZX创趣场店),南京东路340号-372号F02层B72-01F02-00-0001室,"121.483255,31.237159",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.483255,31.237159,False
CUBIC3三立方咖啡(海洋大厦店),延安东路550号(近西藏中路)海洋大厦,"121.481743,31.230944",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.481743,31.230944,False
福申咖啡休闲娱乐中心(北海路店),北海路8号福申大厦2层,"121.482382,31.231905",黄浦区,体育休闲服务;娱乐场所;娱乐场所,0,121.482382,31.231905,False
去茶山(上海苏河湾万象天地店),福建北路100号上海苏河湾万象天地LG2,"121.479669,31.242822",静安区,餐饮服务;冷饮店;冷饮店,0,121.479669,31.242822,False
PULSE COFFEE,苏河湾万象天地(天潼路地铁站5号口步行300米),"121.479725,31.242825",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.479725,31.242825,False
% Arabica阿拉比卡咖啡(苏河湾万象天地店),福建北路100号上海苏河湾万象天地F1层L104号,"121.479631,31.242918",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.479631,31.242918,False
Manner Coffee(上海苏河湾万象天地店),福建北路100号上海苏河湾万象天地LG2层LG291号,"121.479705,31.242881",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.479705,31.242881,True
ASAP·Coffee(北苏州河路店),北苏州路536号(天潼路地铁站5号口步行350米),"121.481598,31.241444",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.481598,31.241444,False
麦当劳(悦荟广场店),南京东路353号(南京东路地铁站3号口步行50米),"121.483837,31.236610",黄浦区,餐饮服务;快餐厅;麦当劳,0,121.483837,31.23661,False
石藤咖啡酤酒铺,南京东路353号(上海悦荟)1楼115商铺,"121.483904,31.236394",黄浦区,餐饮服务;餐饮相关场所;餐饮相关,0,121.483904,31.236394,False
nowwa挪瓦咖啡(苏河湾店),北苏州路518号,"121.481656,31.241634",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.481656,31.241634,False
蜡笔小新主题咖啡厅(百联ZX创趣场南京东路店),南京东路300号恒基名人购物中心L4层,"121.483771,31.237630",黄浦区,餐饮服务;咖啡厅;咖啡厅,0,121.483771,31.23763,False
Grande A'moo(苏河湾万象天地店),山西北路111号万象天地EL103(天潼路路口),"121.479927,31.243236",静安区,餐饮服务;餐饮相关场所;餐饮相关,0,121.479927,31.243236,False
麦当劳(恒基名人购物中心店),南京东路300号恒基名人购物中心B2层B203,"121.483760,31.237843",黄浦区,餐饮服务;快餐厅;麦当劳,0,121.48376,31.237843,False
星巴克悦荟,南京东路299号2楼S-215单元,"121.483986,31.236542",黄浦区,餐饮服务;咖啡厅;星巴克咖啡,0,121.483986,31.236542,True
CORNER COFFEE,天目中路与浙江北路交叉口西南40米,"121.473621,31.248284",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.473621,31.248284,False
星巴克(宝山路店),宝山路202号(近地铁4号线宝山路站),"121.476752,31.252887",静安区,餐饮服务;咖啡厅;星巴克咖啡,1,121.476752,31.252887,True
COFFEE SHOP,安庆路与浙江北路交叉口东北40米,"121.475175,31.247175",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.475175,31.247175,False
瑞幸咖啡(长泰企业天地店),海宁路899号长泰企业天地广场A座一层962单元,"121.477175,31.245875",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.477175,31.245875,True
LAVAZZA拉瓦萨咖啡(上海中兴路万科店),中兴路477号,"121.474958,31.256791",静安区,餐饮服务;咖啡厅;咖啡厅,1,121.474958,31.256791,True
青松咖·让灵感更清醒(上海白马大厦店),七浦路488号(白马服装市场1A138室),"121.476231,31.245184",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.476231,31.245184,False
POCKET DINGDONG(口袋叮咚七浦路店),七浦路486号,"121.476283,31.245018",静安区,体育休闲服务;娱乐场所;酒吧,0,121.476283,31.245018,False
星巴克(上海中兴路1号店),中兴路456-458号,"121.475301,31.257135",静安区,餐饮服务;咖啡厅;星巴克咖啡,0,121.475301,31.257135,True
1925益杯咖啡,宝山路403弄1号(与宝昌路交叉口),"121.477282,31.256475",静安区,餐饮服务;咖啡厅;咖啡厅,1,121.477282,31.256475,False
miiix coffee苏河湾店,山西北路与塘沽路交叉口西北40米,"121.479674,31.246534",静安区,餐饮服务;餐饮相关场所;餐饮相关,0,121.479674,31.246534,False
瑞幸咖啡(塘沽路店),塘沽路806号底商(天潼路地铁站6号口步行350米),"121.479747,31.246334",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.479747,31.246334,True
luckincoffee,圣和静安公馆(天潼路地铁站6号口步行320米),"121.479779,31.246364",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.479779,31.246364,False
星巴克(上海塘沽路店),塘沽路831号1层05单元(天潼路地铁站6号口步行300米),"121.479849,31.246040",静安区,餐饮服务;咖啡厅;星巴克咖啡,0,121.479849,31.24604,True
CoCo都可(七浦路店),山西北路327号1层(天潼路地铁站6号口步行290米),"121.479841,31.245920",静安区,餐饮服务;冷饮店;冷饮店,0,121.479841,31.24592,False
miixcoffee,河南北路233号圣和圣时尚汇西区,"121.480524,31.246343",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.480524,31.246343,False
蜜雪冰城(新金浦店),七浦路258号新金浦时尚服装市场1-010室,"121.480114,31.245808",静安区,餐饮服务;冷饮店;冷饮店,0,121.480114,31.245808,False
miiix coffee(塘沽路店),塘沽路780号,"121.480599,31.246383",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.480599,31.246383,False
库迪咖啡(静安七浦路店),七浦路258号湖南米粉店内,"121.480425,31.245918",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.480425,31.245918,False
鄂尔多斯咖啡店,山西北路259号鄂尔多斯静安中心,"121.479903,31.244641",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.479903,31.244641,False
BeanStar比星咖啡(上海滨港商业中心店),四川北路939号滨港商业中心LG12120-1单元比星咖啡,"121.483175,31.250175",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.483175,31.250175,False
ERDOSCAFE,山西北路259号鄂尔多斯静安中心,"121.479965,31.244302",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.479965,31.244302,False
Diamond coffee(大王宠物百货店),四川北路939号滨港商业中心,"121.483240,31.250356",虹口区,餐饮服务;餐饮相关场所;餐饮相关,0,121.48324,31.250356,False
瑞幸咖啡,宝昌路550弄之1-2号富邑华庭,"121.472251,31.260035",静安区,餐饮服务;休闲餐饮场所;休闲餐饮场所,0,121.472251,31.260035,True
M Stand(今潮8弄店),四川北路989弄今潮8弄5号楼114-115(四川北路地铁3号口左手边),"121.483738,31.251061",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.483738,31.251061,True
ANIME COFFEE,滨港商业中心LG1,"121.483725,31.249718",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.483725,31.249718,False
naomao cafe(今潮8弄店),四川北路989弄35号(今潮8弄10号楼),"121.483812,31.250435",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.483812,31.250435,False
星巴克臻选上海今潮8弄店,四川北路街道海宁路,"121.483955,31.251149",虹口区,餐饮服务;咖啡厅;星巴克咖啡,0,121.483955,31.251149,True
瑞幸咖啡(壹丰广场店),四川北路1363号壹丰广场一层B06室,"121.483908,31.252716",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.483908,31.252716,True
一尺花园(颍川寄庐店),四川北路989弄8号楼,"121.484174,31.250640",虹口区,餐饮服务;餐饮相关场所;餐饮相关,0,121.484174,31.25064,False
Tims咖啡(壹丰广场店),四川北路1363号L1-B03号,"121.484019,31.252446",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.484019,31.252446,True
瑞幸咖啡(上海中信广场店),四川北路865号中信广场一层101-D号,"121.483675,31.247875",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.483675,31.247875,True
瑞幸咖啡(兴旺国际服饰城店),河南北路99号上海兴旺国际服饰城一层M78室,"121.482341,31.245215",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.482341,31.245215,True
库迪咖啡(上海兴旺国际服饰店),河南北路兴旺国际一楼M71,"121.482358,31.245056",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.482358,31.245056,False
manner咖啡,上海城区四川北路589号101-B,"121.484040,31.247463",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.48404,31.247463,False
瑞幸咖啡(四川北路店),四川北路1288号盛邦国际大厦四行大楼底商,"121.484716,31.250807",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.484716,31.250807,True
库迪咖啡(虹口利通广场店),四川北路1350号利通广场B205(四川北路地铁站1号口东北侧),"121.484601,31.252772",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.484601,31.252772,False
Costa Coffee(上海盛邦国际大厦店),四川北路1318号盛邦国际大厦1层,"121.484832,31.251766",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.484832,31.251766,True
蜜雪冰城(新兴路),七浦路133号(天潼路地铁站1号口步行80米),"121.482420,31.244483",虹口区,餐饮服务;冷饮店;冷饮店,0,121.48242,31.244483,False
heirloom原咖,武进路与四川北路交叉口东北60米,"121.484914,31.252038",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.484914,31.252038,False
NNCAFE诺诺咖啡(四川北路店),ist艾尚天地购物中心(东宝兴路地铁站2号口步行190米),"121.481875,31.257925",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.481875,31.257925,False
星巴克沿街取餐点(上海艾尚天地店),四川北路1599号,"121.483092,31.256811",虹口区,餐饮服务;餐饮相关场所;餐饮相关,1,121.483092,31.256811,True
上岛咖啡(海宁店),海宁路397号2层(4川北路口),"121.485254,31.249828",虹口区,餐饮服务;咖啡厅;上岛咖啡,0,121.485254,31.249828,False
NOWWA挪瓦咖啡(上海滨港商业中心店)(暂停营业),四川北路939号滨港商业中心1楼1134单元,"121.484129,31.249795",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.484129,31.249795,False
魔都日记·轻食·牛排(ist艾尚天地店),ist艾尚天地购物中心(东宝兴路地铁站2号口步行460米),"121.482675,31.256825",虹口区,餐饮服务;冷饮店;冷饮店,0,121.482675,31.256825,False
瑞幸咖啡(海泰时代大厦店),武进路289号海泰时代大厦一层107室第五空间内,"121.485282,31.251813",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.485282,31.251813,True
星巴克臻选(上海艾尚天地店),四川北路1661号凯鸿广场一楼,"121.482755,31.257367",虹口区,餐饮服务;咖啡厅;星巴克咖啡,0,121.482755,31.257367,True
Manner Coffee(海泰时代大厦店),武进路289号海泰时代大厦F1层109室,"121.485308,31.251799",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.485308,31.251799,True
星巴克臻选(上海艾尚天地店),四川北路1668号,"121.482653,31.257497",虹口区,餐饮服务;咖啡厅;星巴克咖啡,1,121.482653,31.257497,True
蜜雪冰城(四川北路商业街店),四川北路1590-1602号底层、阁楼之四川北路1602号底层店面,"121.483263,31.256782",虹口区,餐饮服务;冷饮店;冷饮店,0,121.483263,31.256782,False
Manner Coffee(华侨城苏河湾店),天潼路619号(天潼路地铁站5号口步行100米),"121.481923,31.243345",静安区,餐饮服务;咖啡厅;咖啡厅,0,121.481923,31.243345,True
星巴克沿街取餐点(申虹广场店),星巴克(申虹广场店),"121.485175,31.253025",虹口区,餐饮服务;餐饮相关场所;餐饮相关,1,121.485175,31.253025,True
星巴克(利通广场店),四川北路1350利通广场一层110-112室,"121.485182,31.253017",虹口区,餐饮服务;咖啡厅;星巴克咖啡,1,121.485182,31.253017,True
星巴克(海泰时代店),武进路289号一层108室,"121.485434,31.251776",虹口区,餐饮服务;咖啡厅;星巴克咖啡,1,121.485434,31.251776,True
POPELINE Patisserie & Cafe,邢家桥南路145号,"121.484024,31.255955",虹口区,餐饮服务;咖啡厅;咖啡厅|购物服务;服装鞋帽皮具店;服装鞋帽皮具店,0,121.484024,31.255955,False
星巴克(上海天潼路全季店),天潼路567号(天潼路地铁站3号口旁),"121.482775,31.243691",虹口区,餐饮服务;咖啡厅;星巴克咖啡,0,121.482775,31.243691,True
麦当劳(天潼路地铁站3号口街铺餐厅),天潼路567号B1-13(天潼路地铁站3号口旁),"121.482738,31.243621",虹口区,餐饮服务;快餐厅;麦当劳,0,121.482738,31.243621,False
WOWcoffee,"衡水路151号,前海人寿金融大厦B105,乍浦路与衡水路交叉口","121.485346,31.253696",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.485346,31.253696,False
DaDouDou执事咖啡,衡水路151号前海人寿金融大厦B1层,"121.485396,31.253561",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.485396,31.253561,False
上海虹口区喵鲜餐饮店,天潼路10、12号线3号出口全季酒店楼下B108,"121.482911,31.243426",虹口区,餐饮服务;中餐厅;中餐厅,0,121.482911,31.243426,False
漫猫咖啡MANCAT(四川北路店),四川北路1689号合新里KORE四川北路店F2层,"121.482708,31.258389",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.482708,31.258389,False
分享咖啡(海伦西路店),四川北路1727弄11-9号,"121.481885,31.259163",虹口区,餐饮服务;咖啡厅;咖啡厅,1,121.481885,31.259163,False
库迪咖啡(嘉宏印象荟店),四川北路1686号与东宝兴路交叉口嘉宏印象荟商场南入口,"121.483228,31.257944",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.483228,31.257944,False
星巴克(四川北路店),四川北路1689号合新里KORE(四川北路店),"121.482629,31.258552",虹口区,餐饮服务;咖啡厅;星巴克咖啡,0,121.482629,31.258552,True
瑞幸咖啡(高宝大厦店),四川北路1666号高宝大厦一层大堂,"121.483764,31.257345",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.483764,31.257345,True
Yoki table屋顶花园餐厅,四川北路520号6楼,"121.485448,31.247041",虹口区,餐饮服务;餐饮相关场所;餐饮相关,0,121.485448,31.247041,False
瑞幸咖啡(虹口SOHO店),乍浦路512号虹口SOHO底商,"121.485970,31.253019",虹口区,餐饮服务;餐饮相关场所;餐饮相关,0,121.48597,31.253019,True
新艺·花咖啡,南天潼路15号(天潼路地铁站3号口步行80米),"121.483612,31.243903",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.483612,31.243903,False
wow coffee,武进路234号(四川北路地铁站2号口步行220米),"121.486169,31.252585",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.486169,31.252585,False
甜橙喵喵撸猫咖啡馆·桌游·猫咪洗澡寄养,东宝兴路与四川北路交叉口东80米,"121.483764,31.257648",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.483764,31.257648,False
麦当劳(嘉宏·印象荟店),四川北路1686-1688号一层麦当劳餐厅,"121.483086,31.258522",虹口区,餐饮服务;快餐厅;快餐厅,0,121.483086,31.258522,False
秸梗の珈琲所JEGARD COFFEE,乍浦路430-1号(四川北路地铁站2号口步行290米),"121.486675,31.251879",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.486675,31.251879,False
LAVAZZA拉瓦萨咖啡(上海星荟中心店),天潼路328号商场地上一层101-3A室,"121.485828,31.246308",虹口区,餐饮服务;咖啡厅;咖啡厅,1,121.485828,31.246308,True
